,sentence,label
3413,ㅋㅋㅋㅋㅋㅋㅋ시발실화냐?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ이런알쓰 사회생활어뜩해용,욕설
3414,교수님 당신은 좋지만 당신의 과제량은 도저히 사랑할  수가 없읍니다,욕설
3415,버릇없게 씨발놈이 내 뒷얘기하고 다니고 너 같은거 이제 신경 안쓸거야,욕설
3416,ㅋㅋㅋㅋ인성 터져버렸고~ 정 있는거 없는거 다 떨어졌다 시발련아^^,욕설
3417,와 시발련 답장 좀 하라고ㅋㅋㅋㅋㅋㅋㅋㅋ,욕설
3418,다른애 연락은 존나 칼답해주면서 ㅅㅂㅋㅋㅋㅋㅋ,욕설
3419,ㅅㅂ자고싶다,욕설
3420,이기적이다 워후 정떨어진다 시발련아,욕설
3421,씨발 심심해,욕설
3422,아욕나무숲누가 내글삭제하냨ㅋㅋㅋㅋㅋㅋ좆팔씨팔,욕설
3423,개좆같네진짴ㅋㅋㅋㅋㅋㅋㅋㅋ 예전에도 씨팔,욕설
3424,메갈년 욕하는 글은 냅두고 그 글에 빡쳐서,욕설
3425,그 글 쓴 새끼 저격으로 한남 욕했더니 내 글만 삭제됨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,욕설
3426,개좆같은 여혐글들 다 냅두고 어떤 개좆같은 새끼가 좆창난 얼굴 가지고 내 글만 삭제하냐곸ㅋㅋㅋㅋㅋㅋㅋ,욕설
3427,씨팔 씨팔씨팔 여긴 욕나무숲이니까 내 욕하는거 좀 내버려둬라 응?ㅋㅋㅋㅋㅋㅋㅋ,욕설
3428,와시발 개빡친다 존나 아무것도 못하고 다 지맘대로 하는게 정상인줄아나 시발,욕설
3429,ㅈ까,욕설
3430,애미디진 정치병자 ㅅㄲ들 찐따 ㅅㄲ들 다 나가 뒤져라,욕설
3431,씨발!!!!!!!!,욕설
3432,에이 씨발진짜,욕설
3433,에이 씨발,욕설
3434,씨발 와이파이 좃같이안되네,욕설
3435,니 주변 방관자들이 나를 얼마나 동정하고 불쌍한년으로 봤을지 생각해보면 치가 떨린다 개새끼야,욕설
3436,존나 너네 이렇게 모아놓고 보니깐 정신병자들 같다,욕설
3437,씨발새끼 왜 연락했어 시발 시발시발 연락하지를 말지.. 걍 꺼지셈 시발,욕설
3438,제발주제파악해 ㅜㅜ 시궁창 자기인생 남탓만하고 주제모르고 남 욕하지말고 ㅜ,욕설
3439,돈한푼안벌어놓고 부모한테 의지하고 망할길 뻔히보이니 병신같다 너 아직도 너가 고딩이냐?  돈아깝다 병신같은년아,욕설
3440,아씨발진짜 존나빡쳐ㅠㅠㅠ진심혼자살고싶다 존나 집 좀 늦게들어올수도 있지!!!!!!!!!!!,욕설
3441,아오 진짜 존나 짜증 개빡쳐그리고 내가 늦게 들어온것도 아니고,욕설
3442,내 동생이 늦게들어온건데 지가 기분안좋아서 왜 나한테도 지랄;;;;,욕설
3443,아 존나 진짜 아오 개빡쳐 진짜 분노조절장애같아 시발년 아오 시발 아아어으어으아아아양아아야아아앙아!!!!!!!!!,욕설
3444,윗층 씨발연놈의 아색히들아 그만쿵쿵대씨발잡놈의새끼들아^^배운게없으면 남한테피해는주지말아야지 뚝배기 반갈라지고싶나,욕설
3445,나쁜년아!,욕설
3446,시발 존나혼자살고싶다,욕설
3447,좆같은 새끼야 처음부터 구라라고 생각했으면 왜 구라치냐고ㅠ,욕설
3448,나한테 쳐 따졌어야지 뒤에가서 지랄하고있네,욕설
3449,개같은 머가리 텅텅빈 좆챙이가 돈 빌려가 튀어놓고 기회잡고 욕하는거봐라 돈이나 갚아 썅,욕설
3450,씨발 너 말고도 좋은남자 널렸어 더 날 사랑해주고 아껴주고 배려해주고 나밖에 모르는 그런남자만날테니까 넌 계속 그런 쓰레기로 살아,욕설
3451,시바,욕설
3452,이런 씨발 좆같네,욕설
3453,이 씨발 쓰레기같은 경중선 요새 왜 맨날 기본으로 15분씩 지연되냐 지연된다는소리 존나 듣기싫어 개싫어 아니 왜 운행을 이딴식으로 좆같이하냐 개새끼들아아아,욕설
3454,ㅈㄴ 우울해,욕설
3455,좆같다 모든걸 다버리고 때려박은건데,욕설
3456,존나 우울해. 걍 세상이 다 망해버렸으면. 씨발,욕설
3457,그리고 시발 좆같게 나를 가씹거리로만 쓰지 말라고 제발,욕설
3458,나 없는 자리에서 내 이야기하면 재밌냐 씹새야!,욕설
3459,시발 개좆같네 개씨발 존나 기분개더럽다 씨발 얼른 혼자살고싶다 지긋지긋해 씨발 아오,욕설
3460,와 존나 빡친다...그냥 빨리 대가리 박고 뒤졌으면...^^...,욕설
3461,인성 개오졌고 그냥 폐강되봐야 정신차릴듯 시발 개같네,욕설
3462,섹스섹스섹스섹스섹스섹스섿스,욕설
3463,세그쎄게세세세세세섹스,욕설
3464,섹스섹스섿스섹스 나 진짜 섹무새인데 대학와서 참느라 죽을거같다ㅠ,욕설
3465,단톡방에 섹스섹스 하는게 내 낙이었는데 ㅠㅠ,욕설
3466,어휴 시발 예민함의 극치란...^^ 너 안봐서 너무 좋다!!!!,욕설
3467,하 시발 보고싶어서 그냥 미쳐버리겠다ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ종강핑계로연락하면 난 진짜 병신쓰레기야,욕설
3468,시발 알바 같이하는 새끼 왜 나한테 책임 뒤집어씌움,욕설
3469,일 조또 못해서 내가 커버쳐줬더니 지가 싸질러놓고 모르는척하네개씨발련,욕설
3470,나니까 그냥 참고 도와준거야 시발아 아오일도 못하면서 자존심만 존나게 챙겨요,욕설
3471,텃세가 아니고 니가 일을 조또 못하면서,욕설
3472,씨발아 니랑 일하느라 한 달 아주 좆같았다 다음 사람은 너보다 더 좆같은 사람을 만나길 간절히 바란다,욕설
3473,씨발 족같은 학과 얼른 학교 떠나야지 씨발씨발씨발 위선자새끼들 너무 보고싶지 않다 더이상,욕설
3474,씨발친구씨발팀플씨발꼰대새끼시바룸메씨발꺼져다꺼져,욕설
3475,으아아 씨발련들 내 인생에서 사라져버려ㅕ,욕설
3476,씨발 우울하네,욕설
3477,시험 존나 못보면 f학점 준다는  씨발 좆같은 교수때문에 미치겠네,욕설
3478,아 씨발 공부 좆같다 진짜 아 휴학하고싶어,욕설
3479,시발시발시발 존나 허무해ㅠㅠㅠㅠ,욕설
3480,장난해 미친새끼야 이게 날씨야,욕설
3481,ㅅㅂ 대학 다시가기 ㅈㄴ힘드네,욕설
3482,진짜 인생 혼자살고싶다 기분오늘 세상 ㅈㄹ엿같고 ㅈ같네진짜,욕설
3483,어쩌라고 이 새끼야 나보고 뭘 어째란말이야!!!!!!!!!!!!!,욕설
3484,씨발 딱 씨발,욕설
3485,난 진짜 쓰레기야... 알람 안맞추고 잤다가 계속 자버림 ㅠㅠㅠㅠㅠㅠ 진짜 쓰레기 머저리 새끼,욕설
3486,개같은새끼 존나 못생겼어,욕설
3487,나쁜 새끼... 너만 정리하고 잘 살면 다냐 다냐고,욕설
3488,시발 자살하고 싶네 시발 너무 보고싶다 너무 보고싶다고 시발 ㅠㅠ,욕설
3489,아 존나힘들다 보고싶다 존나 미안하네,욕설
3490,멍청하면 노력이라도 하던가 다나한테물어보고앉았네 개씨발언제봤다고 계속물어보냐,욕설
3491,개병신년이제발 니새끼가 뭘하려는척이라도좀해라,욕설
3492,씨발알려줘도 쳐알아듣지도못하는새끼가 ㅋㅋ 개빡친다,욕설
3493,앰창인생 새끼 노력 ㅈ도 않하고,욕설
3494,존나 찌질이에다 운동 ㅈ도 못하고말 실수 존나많이 해서,욕설
3495,옷은 그지같이 입고 다니고외동이어서 ㅈㄴ 이기적이고 피해망상에 찌들은 나 새끼 반성해라,욕설
3496,그만하자ㅅㅂ,욕설
3497,하.. 진짜 짜증난다 ㅅㅂ 걍 다 때려치고 싶어,욕설
3498,ㅅㅂ...아주 지혼자 예민해요 시바ㄹ 아 진짜 죽여버리고싶어 아 개빡쳐!!!!!!!!!!!,욕설
3499,한번만 더 지랄하면 니년이랑 연끊더라도 싸운다ㅅㅂ,욕설
3500,ㅏ아아 시바알 니년 예민해질거 생각하니까 개빡친다 지금도 예민한데 진심 개빡쳐,욕설
3501,씨발새끼 편하다고 걍  시발 막대하네,욕설
3502,너는 시발 니가 존나 어른스럽고 인생 선배같겠지,욕설
3503,남들이 보면 걍 씨발 좆꼰대 노친네야 개같은새꺄,욕설
3504,인생 씨발 좆같다~~,욕설
3505,아 시발 홈페이지 존나 좆같이 만들었어 시발 씨댕 존나 개씨바아알!!!!,욕설
3506,돈 씨발 개 병신갘이 쓰고 쳐자빠져가지고,욕설
3507,하여간 일 좆또 못하네 뚝빼기에 우동사리밖에 안 들어가나,욕설
3508,이 개빠가들나 아 진짜 분노가 단전에서부터 올라와,욕설
3509,변신같은 이 씹새끼들 땜에 내 시간 더 어쩔거야야야야어아야악+!!!!!!!,욕설
3510,세상에는 대가리에 총쏴야할 씨발새끼들이 너무나도 많다...,욕설
3511,어떻게든 인실좆 시켜줄게 조금만 더 기다려.그 더러운 낯짝 이제 금방 들이대고 제발 니 손으로 니 똥 치워라. 역겨우니까,욕설
3512,단어 선택 하나하나에 니 수준 보인다 ㅁㅊ,욕설
3513,시발년아 존나 자기 기분만 기분이냐 내가 왜 니 눈치를 봐야하냐고 ㅈ같게 다른애들한테는 존나 친절하면서 나한테만 자기 스트레스 다 푸네 아 진짜 개같은년,욕설
3514,죽고싶다 그냥,욕설
3515,시발려나,욕설
3516,잘됬다 새끼야 ㅋㅋ성격 개같은거 처음에 나만 알고있었는데점점 주변사람들 알고이젠 다 아네?ㅋㅋㅋ,욕설
3517,시발ㅠㅠㅠ,욕설
3518,성격조온나ㅈ같네 자기 마음에 안들면 걍 다 싫지ㅎ삐지기는 졸라게 잘삐져요 21살먹었으면 혼자좀해라시발ㅎㅎㅎ ,욕설
3519,미네르바 너무 좆같다 시발,욕설
3520,아오 시발 못해먹겠네 개쌍노무새끼 하나때문에 기분망치고 존나게 우울하다,욕설
3521,니새끼를 만난게 내 인생의 가장 큰 불행이다 개새끼야,욕설
3522,니가 나한테 개지랄떤거 그대로 갚아줄게,욕설
3523,시발 정치 얘기 머리 아파 뒤지겠네,욕설
3524,ㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂ욕안하고사는데 진짜그냥 욕하고싶어짐다짜증난다 인생아 나한테 왜이러는거니,욕설
3525,읽씹하지마라 애매뒤진 시발 거지 씹쓰래기 새끼들아,욕설
3526,장단맞춰주니까 ㅈㄴ 지들이 대단한줄아네 별 병신같은 새끼들이 ㅉㅉ,욕설
3527,개벌레들이 놀아주니까 뭐 잘났다고 읽씹하냐? 쳐죽일라,욕설
3528,인생씨이------발!!!!!!!!!,욕설
3529,시발 존나 빡침....,욕설
3530,근데 내가 뭐라고 하면 또 존나 싸이코패스마냥 지랄할테니까 가만히 있으련다.,욕설
3531,존나 지혼자 세상위에 군림하셔서 좋겠어요.,욕설
3532,언제까지 이 지랄을 감당해야되는지도 모르겠네.,욕설
3533,존나 지 공부할 거 있으면 그거나 쳐 할일이지,욕설
3534,왜 남한테 스트레스 풀어가면서 지랄을 떠냐...,욕설
3535,시발새끼 진짜 개념 좆나 없네,욕설
3536,야이런 씨발련아 하루종일 게임을 쳐할려면 피씨방을 가라 씨발련아,욕설
3537,나는 쉬지도 못하고 게임하는소리 고막으로 듣는데 존나 힘겹다 이 씌댕련아!!!!,욕설
3538,이럴꺼면 잘생기지나말던가 잘해주지나말던가 씨발.,욕설
3539,쒸이이이벌,욕설
3540,진짜 친구년이 지얘기하면서 은근슬쩍 자랑하는거 씨 발,욕설
3541,기분 존나 좆같다 씨발~ 왜살지 나 걍 시발 뒤지고싶다,욕설
3542,하.....시..발......,욕설
3543,교수 씨발놈들아 과제좀 작작내라 월 과제 화 과제 수 과제 목 과제 ㅅㅂ 장난하냐 개씨이빨 진짜 졸라 빡치네 내일 시험도 있는데 시발것들,욕설
3544,이 시발년아 아직 내가 너 좋아한다고 개씨발련,욕설
3545,쉬이ㅣㅇ이이이이ㅣㅇ이바아아아아아아아아앟,욕설
3546,아 개씨발 공부좀 미리해둘걸 며칠 째 밤새니까 눈까리 좆같이 어지럽다 하 병신같은 나,욕설
3547,인간관계 거르게 해줘서 고맙다 씨-발 ㅈ만한 새끼야 참으니까 만만해 보이지 새끼야? 면상 안갈아엎은거 다행으로 여겨라 씨발련아 사람 무시하면서 니 잘난척 했으면 결과를 쳐 보여 주셔야지?,욕설
3548,사회에서 내 아래에 있으면 각오해라 ㅂㅅ아 죽도록 쳐 밝아줄테니까ㅋㅋ ㅂㅅ이 주제를 몰라요,욕설
3549,아 씨발련 존나 좆같다 시발 왜 시발 내가 저런년땜에 이래야하지 존나 좆같은년 씨발 뒤졌으면,욕설
3550,씨발새끼야 진짜 좋아해. 그래도 좋아했어로 만들어보려고 해.,욕설
3551,야이 씨발 교수 개새끼야 좇같이 알아먹을수도 없는 강의를 쳐해놓고 이씨발놈아,욕설
3552,그리고 1호선 개새끼야 씹돼지새끼,욕설
3553,아가리 따서 니에미 밑구녘에 박은뒤에 니놈이 볼때 니 에비 아갈통을 따줄게,욕설
3554,시발놈,욕설
3555,얼른 좀 죽자 병신새끼,욕설
3556,좋아해~~~~~~시발새기야~~~~~좋아한다구~~~!!!!!!!!,욕설
3557,씨발 모기 좆만한 년아 니새끼땜에 내가 시험기간에 밤샜다 좆같은쓰레기년,욕설
3558,에라이 시발 기분이 개같아 개같다고 시발이 시발같은 생리를 내가 왜하고있어야하냐고애낳을때만 아기집만들면 안되냐시발왜한달에 일주일씩이나 피 질질 흘리면서 지랄해야하냐고 시발 제대로 자지도 못하고 찝찝하고 개시발같은 시발 세상에 가장 좃같은일이 바로 이거다 시발 존나 기분더러워시발 아 시발 아무리 욕해도 기분이 더럽네 오늘따라 더 기분이 더러워 시발 연락 와야할 새끼들은 연락도 안오고 기분 엎친데덮친격만드는소식만 가득하네 시발온몸이쑤신다 앉아있기도힘드네미친  개시발같아 아진짜 시발ㅈ같다고 시발 시발...............탐폰 빼러화장실가야하는데기분이 좆같아서 ,욕설
3559,시바 왜 연애하는데 부모님 눈치보면서 해야돼 나 행복하자고 하는 연애인데 왜 엄마아빠신경을 써야하고 왜 맘대로 만나는것도 눈치보게 하는거야 개빡치네 시발 제발 좀 풀어줘 답답해 인생,욕설
3560,씨발련아 행복해라,욕설
3561,하....시발 진짜 존나 짜증나 너. 연애는 행복하자고 하는건데 왜 요즘따라 나만 힘들고 나만 서운하고 사귀고 있는데도 외로워야 하는지 모르겠어. 넌 내가 이러고 있는지도 모를 거 아냐 진짜 존나 짜증나.,욕설
3562,아니 씨발 일년에 한번 가족만나는 날인데 너나나나 과제쳐주는 교수씨발롬들아 학생들이 한두과목듣냐?? 긴연휴에 어련히 시간나눠서 공부하는 나이 아니냐?? 사고방식 궁금하다 진짜 씨발년들,욕설
3563,보지구녕 세로로 주우욱 찢어발기는거 씨발년 일가족 다 모여서 추석특집 예능볼 때 생중계해주고싶다.,욕설
3564,나레기 씨발 돌보다 못한 것 히키커뮤야 그지뇌야 말도 못하고 방구석에 찌질하게 틀어박혀있는 것 왜 태어났냐 재롱만 부릴꺼면 개나 되던가 개님께 욕해서 미안하네 지한테 화내서 똥글만 싸지르는 것이 부모님께 죄송하지도 않냐 언제 죽냐 집밖에 안나가니까 사고로도 안죽지 핵노답,욕설
3565,욕도 시발 누가 받아줘야 맛깔나게 찰지게 하지 시벌 이건 듣는 사람도 없구먼,욕설
3566,씨발 디져디져디져디져 디져 걍,욕설
3567,길빵하는 새끼들 낼 가다 뒤졌으면,욕설
3568,이 씨발 내 자신아 정신 좀 차려라이 상태로는 미래가 없다.나태해진 꼬라지를 좀 봐라.니 뒷바라지 해주시는 부모를 봐라.난신적자가 되지 마라.,욕설
3569,이씨발 개좆같은 씨발호로병신 새끼들아,욕설
3570,씨발 똥꼬충새끼들아 내눈앞에 띄지마라,욕설
3571,씨발년아 찾으면 진짜 죽여버린다,욕설
3572,개씨발 잠 좀 자자 어디부터 잘못된거니....... 할게 너무 많니 대체 왜 왜.....,욕설
3573,좆같은트위터 메갈트페미년들때문에 덕질도제대로못하겟네ㅋㅋ,욕설
3574,아주그냥지들만의세상에서 살고잇어요 그리고 그놈의 한남소리좀그만해라 니네도된장녀맘충소리들으면 기분나쁘자넝~~~~~ 존나 내로남불아니니 답없는새끼들아ㅎㅎ,욕설
3575,그동안함께해서씹창나게더러웟구 다시는만나지말자 ^^,욕설
3576,섹스다 이씨발련아,욕설
3577,시발거,욕설
3578,어휴 병신ㅉㅉ.... 앞으로도 그렇게 살아라,욕설
3579,동아리연합회 개새끼들,욕설
3580,벼엉신ㅋ 그래 너 말하는거임ㅋㅋㅋㅋㅋㅋㅋ,욕설
3581,과제 개시바ㅏㄹ아아아아아아아아아아알,욕설
3582,씨발 섹스할 때 기본적인 상식도 없는 새끼들은 그냥 고추 잘랐으면 좋겠다 고추가 아깝다 씨빨놈아,욕설
3583,느기미가 가정교육을 그렇게 시켰는진 모르지만 좆을 함부로 놀리고 다니면 돼요 안돼요,욕설
3584,이 씹새가 대학까지 와가지고 어디서 좆대가리를 함부로 놀리는지 네 육신과 사상이 놀랍다,욕설
3585,개썅놈아 부랄짝을 뜯어버려도 시원찮을 새끼 씨발새끼야 평생 섹스 못하고 방에서 혼자 딸잡다가 조용히 뒈지길 빈다,욕설
3586,덤으로 취직이고 뭐고 네 좆 길이마냥 좆도 안되길 바람 ^^ !!,욕설
3587,ㅅㅂ,욕설
3588,씨발새끼들아 너네는 바빠서 준비 못하고 나는 안바빠서 준비 다했을까 내가 너네 교수님한테 얘기 안할거같지 그 교수님 이미 다 아신다~개씨빨년들아,욕설
3589,씨이발  헬멧없아스쿠터타는새끼들 뚝배기깨져야지정신차릴거냐 다음에도그딴식으로운전하면 그냥밀고지나가버린다,욕설
3590,시발,욕설
3591,시발 연애 좀 하고 싶다아아아아아,욕설
3592,야 개새들아 조별발표면 존나적극적으로참여해 형에이쁠받고싶다고ㅋㅋ시바알ㅟ아아으투처ㅑㅜ카냐하ㅐㅏ누타ㅏㄷㅠㅣ뮈티ㅓ태ㅏㅏ트ㅏ타ㅡㅏ적어도카톡읽씹은 아니지않냐 이새끼들아 ㅎ,욕설
3593,니얼굴을부숴버리고싶어시발,욕설
3594,조또 단합 잘돼서 좋겠다 그래ㅋㅋㅋㅋㅋㅋㅋㅋ뒤에서 쑥덕대고 불쌍하게 보고 아주 잘나셨네~~~~~씨발ㅋㅋㅋㅋㅋㅋ결국 불쌍한 건 너네 인생인데 왜 아무도 모르냐 등신들아ㅠㅠㅠ,욕설
3595,개씨발!!!!오픽 1분늦어서 7만원 증발 !!!!!!,욕설
3596,더럽다씨발 우으엥에이이에에ㅔㄱ,욕설
3597,시발 나한테만왜그러는건데ㅋㅋㅋ병신새끼가 거리두고싶은걸 눈치좀채라,욕설
3598,넌씨눈새끼야 인성존나꼬인새끼 니밑바닥을봤다이새끼야 제발 연락하지마 내맘알았으면 아오진짜 나너무힘들다고 니때문에 제발 신경꺼,욕설
3599,시발 존나 이성친구없으면 큰일 나는 것처럼 말하는 것 좀 제발...00아 너도 어서 이성친구 사귀길 바래~뭔상관이야 ㅅㅂ 둘이 보기 좋다~,욕설
3600,커플 못 돼서 안달인 사람 취급해 존나 빡치게,욕설
3601,씨발좆같은새끼야 너네제발다나가서디져라제발,욕설
3602,자살하면된다,욕설
3603,아싸라고 불행한 인생이 아니라고 이 병신들아아아아아아 어차피 대학 졸업하면 다들 연락도 안 할거면서 왜 평생친구인마냥구냐 이 시바아아아아알,욕설
3604,똥꼬충들 시발 다 죽었으면 좋겠다 정신병자새끼들,욕설
3605,ㅅㅂ아오시발존나예민보스세요시바아아알시발시발시발시발 아오시발존나역겨워 시발토나와존나아아아ㅏ아아아악아가아아아ㅏ악악,욕설
3606,틀딱 씨ㅡ발,욕설
3607,아오 시발 불만이 있으면 말로 해야 뭔지 알지 띠겁게 쳐다보기만 하면 내가 어떻게 아냐 씨발,욕설
3608,내가 너랑 시급 똑같이 받는게 그렇게 기분 나빴을 줄 전혀 몰랐네 미안하다 너의 마음을 헤아리지 못한 내 잘못이야 근데 시바 정수기통 너만 가는거 아니고 재고물품 옮길때 너 혼자 옮기는거 아니고 사장님이 물마시라고 하니까 그자리에서 안마시고 나가더라?,욕설
3609,시발 그러고 우리 재고정리하는동안 30분 뻐겼으면서 여자들은 일 별로 안했으니까~~,욕설
3610,이지랄하면 염병 힘이빠져 개새끼야 사장님이 똑똑하신분이라 그런 개소리 알아서 거르시지만 난 그때 내 시급 진짜로 내려갈줄알고 존나 놀랐어,욕설
3611,시발아 평생 그딴 마인드로 살아라 인생버러지같은새끼야,욕설
3612,인생씨이발~,욕설
3613,다행히도 네가 한 행동이 과에서 소문나는 바람에 넌 재수에 삼수에..그러다 2점대 초반으로 졸업을 하고 몇 년동안이나 취업이 안돼 허덕이고 있지. 최근 네 소식 들으니 넌 할 수 있는 일이 없어 몸 팔고 있다던데...콘돔은 잘 쓰고...피임약 잘 먹고...알겠지?,욕설
3614,꼴페미여자친구 개씨발년,욕설
3615,시발 좋냐? 좋아? 시발 아오 진짜 욕을 안 할래야 안 할 수가 없어 이 시발 잡것아,욕설
3616,그리고 니년놈들 왜그렇게 남한테 관심이 많냐? 내가 니들한테 신경 안 쓰는 것처럼 니들도 그냥 그런 갑다 하고 좀 지나가라 시발.,욕설
3617,아 개같아 ㅆ바으아,욕설
3618,개씨발같은 외대서버 노엄 씨발,욕설
3619,씨팔좆같은 중앙선 개씨부럴거 연착좀 적당히해라 옘병헐 아니면 최소 븅신같은 시간표라도 제대로 쳐만들던가 썅매일아침 좆같이하네 진짜 씨벌,욕설
3620,시발 남친이 일베충이라니 지금 인터넷으로 어케 엿먹이면서 난 빠져나갈까 고민중인데 시발 잘가라 병신아 기왕 가는거 아주 가버렷음 좋겠다 일베놈들 제에발 이마에 자기 일베 한다는거 써놓고 다녔음 좋겠네ㅋㅋㅋㅋㅋㅋㅋ,욕설
3621,이씨발년 제발 떨어져나가라 쫌 눈치껏,욕설
3622,오시발... 여기 뭔가 무서워...무서운데 자꾸 스크롤을 내려... 마치 공포영화를 보는듯한 짜릿함이야.....,욕설
3623,아 시발~~~~~~~사람들 절대 택시에 물건 두고 내리지마세요~~~~~ㅈㄴㅈㄴ돈안주면 물건 안돌려준다는 식입니다~~~~~~~~~~~~~각박한 세상~~~~~~~~~~~~,욕설
3624,시발 인생이 왜이렇게 개같냐,욕설
3625,아이 시발 ㅈ 껍질부터 차근차근 씨발려버려라,욕설
3626,아아아아ㅏ아아아아ㅏ아아ㅏ존나널마주칠수록 벽두는게 느껴져서너무 기분이 불편하다어차피 다 지나갈건데 시발ㅋㅋㅋㅋ,욕설
3627,이런 잡같은 일로 좆대로살아 시발 뭐 어때 난 잘못한거없어꺼져 알아서살아 쿨하게 살자,욕설
3628,다좆밥이다시발것들아 좆밥졷밥좆밥이라고,욕설
3629,찌밤 깨장창!,욕설
3630,야 이 씨발새끼들아. 히오스 좀 하라고 오버워치나 롤같은 똥겜좀 하지말고 ㅡㅡ 롤? 20분동안 미니언 잡는데만 투자하는 쿠소게! 오버워치? 씨잇-팔 캐릭도 몇 명 없고 늘 나오는 조합만 튀어나오는 모놀로직한 쓰레기를 도대체 왜하냐? 히오스 : 사소한 데 정력을 쏟아 붓지 않아도 되는,욕설
3631,한타와 갱킹같이 거시적인 측면만이 부각되는 남자의 게임! 조합? 하 히오스의 조합 다양도는 최강이다 이 버러지새끼들아! 티란데,욕설
3632,레이너 정도만 제외하면 모든 캐릭이 일장일단이 있고 종종 기용되곤 하지! 개새끼들 히오스는 관용을 베푼다. 너네같이 갓겜을 못알아보는 소경새끼들도 지금이라면,욕설
3633,시발 나같은애는 그냥 뒤져야되,욕설
3634,아나 니네들 둘 다 똑같으니까 입 싸물어.,욕설
3635,피해 주지 않는 척 피해주는 이기적인 미친 시발년들아 뒤져라 취업해서도 그리 살아라 븅신색기들,욕설
3636,시발...인생존나좆같네씨바...아 씨발....아 개시발 시발 시발 아...시발 존나 관여질이야 개미친새끼들이 씨바알...,욕설
3637,내살시발나도예뻐지고싶다 존나칠키로만빼고싶다 하루종일 예뻐졌다 노래만듣고 여자연예인무대만 존나봤다 아무것도 안먹어서 머리아파디지겠다 시발,욕설
3638,와사ㅏ아아ㅏ아아시바앙아앙아나는 좀더 안정적이고 불안하지않고 다른사람에게 상처받고싶지도않아 왜 애정결핍처럼 맘없는사람에게까지도 애정을 갈구하나?괜찮아아ㅏ아ㅏ제발괜ㅇ찬ㄹ아ㅏㅏㄴ,욕설
3639,야 이 덜떨어진 새끼들아. 매번 같지도 않은 글들이나 쓰고 나자빠진 주제에 그러고도 네들이 지식인이고 교양인이냐. 부끄럽지도 않냐.,욕설
3640,국제통상 김정식 개좆같다 애미뒤진년,욕설
3641,씨발놈들아~썅놈들아~씨발~,욕설
3642,ㄱㅂㅊ 이 개새끼 진짜 이 글 좀 읽고 인간 됐으면 좋겠다 진짜 ㅆㅂㄴ이 따로 없다 그러고도 니가 교수라고 쳐 돌아다닌다는게 너무 빡친다. ㅆㅂ 너가 우리 과 교수라는게 너무 빡치고 짜증난다. ㅆㅂㄴ아 앞으로 다시는 보지말자,욕설
3643,개씨발 아래 오버워치 글쓴 씨발년인데 진짜 장난아니고 앞으로 오버워치하면서 입터는 씨발년들 보이면 진짜 잡아서 아가리 위아래턱 그대로 분리시켜준다,욕설
3644,야이개씨발년들아 오버워치 겨우 시작하고 나서 3판째하는데 친구들때문에 경쟁전하게 되서 어쩔수 없이 하는데 애미뒤진씨발련들이 못한다고 지랄 염병해대네 니네는 씨발 애미애비가 좆같이 뛰어다니면서 돈버는 씹창집안이지만 난 아니야 개씨발련들아 어디서씨발 게임 좀 한다거 사람 좆같이 무시해대고 지랄염병이냐 개씨발 애미터져가지고는 씨발 실제로 면상보면 말도못할 씹 멸치새끼들이 진짜 부모님 등골쪽쪽 빨면서 게임 쳐하는 씨발련들 보이면 후장에 전구넣고 발로 짓이겨버린다 개씨발련들 아주그냥 개념 좆도없네 면상안보인다고 아가리 존나털고 씨발 인생패배자새끼들이 애미는 어디 방석집,욕설
3645,씨발!!!!!!,욕설
3646,욕 존나 많네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,욕설
3647,씨발 교수 개새끼야 어디 씨발 좆같이 군대도 안갔다온새끼가 군대 갔다왔아 안갔다왔나를 들먹거려 씨발 좆같은놈이 니 뒤진다 개씨발놈아 씨발좆같은 개끼발새끼!!,욕설
3648,씨발 존나어이없네...꼭 니같은 것들이 배배 꼬여갖고 아주 인생도 꼬이더라.. 그냥 그 인성으로 평생 살다가 늙어죽을때쯤 후회해라 왜 그모냥으로 살았는지..다 나중에 돌아오게 돼있어,욕설
3649,피씨방에서 롤하고 오버워치하는 새끼들은 다 할복자살하기 바란다. 도대체 집안에서 어떤 교육을 받았으면 히오스라는 갓겜을 눈앞에 두고 쓰레기 게임들을 할 수 있는거지? 개새끼들 히오스는 갓겜이다. 얼른 넘어와라.,욕설
3650,아 씨발 이 꼰대새끼를 어쩌지 정말,욕설
3651,정치질로 분위기 개판내니까 좋든? 영원히 꺼져버리고 이쁜 사랑하시길.^^ 애미디진 새끼.,욕설
3652,애미뒤진 맥크리좀 들지마라 진짜 맥크리만 보면 소오오오름이 다 돋는다 씨발새끼들아 제발 에임 좆구데기면 들지마 씨발새끼들아 진짜 피시방에서 맥크리로 트롤하는 새끼들 보이면 내가 진짜 뚝배기 깨버린다,욕설
